id,name,nameEn,class,classEn,subclass,subclassEn,faction,factionEn,rarity,race,raceEn,gender,genderEn
char_345_folnic,亚叶,Folinic,医疗,Medic,医师,Medic,罗德岛,Rhodes Island,5,菲林,菲林,女,Female
char_510_amedic,Touch,Touch,医疗,Medic,医师,Medic,未知,Unknown,5,卡普里尼,卡普里尼,女,Female
char_4196_reckpr,录武官,Record Keeper,医疗,Medic,医师,Medic,炎,Yan,5,佩洛,佩洛,男,Male
char_348_ceylon,锡兰,Ceylon,医疗,Medic,疗养师,Wandering Medic,哥伦比亚,Columbia,5,黎博利,黎博利,女,Female
char_436_whispr,絮雨,Whisperain,医疗,Medic,疗养师,Wandering Medic,伊比利亚,Iberia,5,阿戈尔,阿戈尔,女,Female
char_4173_nowell,诺威尔,Nowell,医疗,Medic,疗养师,Wandering Medic,维多利亚,Victoria,5,沃尔珀,沃尔珀,男,Male
char_402_tuye,图耶,Tuye,医疗,Medic,医师,Medic,萨尔贡,Sargon,5,丰蹄,丰蹄,女,Female
char_473_mberry,桑葚,Mulberry,医疗,Medic,行医,Wandering Medic,炎,Yan,5,黎博利,黎博利,女,Female
char_449_glider,蜜莓,Honeyberry,医疗,Medic,行医,Wandering Medic,雷姆必拓,Rim Billiton,5,札拉克,札拉克,女,Female
char_4114_harold,哈洛德,Harold,医疗,Medic,行医,Wandering Medic,维多利亚,Victoria,5,菲林,菲林,男,Male
char_1024_hbisc2,濯尘芙蓉,Hibiscus the Purifier,医疗,Medic,咒愈师,Incantation Medic,罗德岛,Rhodes Island,5,萨卡兹,萨卡兹,女,Female
char_494_vendla,刺玫,Vendela,医疗,Medic,咒愈师,Incantation Medic,维多利亚,Victoria,5,菲林,菲林,女,Female
char_4071_peper,明椒,Paprika,医疗,Medic,链愈师,Chain Medic,罗德岛,Rhodes Island,5,萨卡兹,萨卡兹,女,Female
char_4139_papyrs,莎草,Papyrus,医疗,Medic,链愈师,Chain Medic,萨尔贡,Sargon,5,菲林,菲林,女,Female
char_4224_turdus,乌啾,Укусик,医疗,Medic,链愈师,Chain Medic,乌萨斯,Ursus,5,黎博利,黎博利,女,Female
char_4222_taraxa,风絮,Taraxacum,医疗,Medic,巡哨者,Watchman,炎,Yan,5,库兰塔,库兰塔,男,Male
char_148_nearl,临光,Nearl,重装,Defender,守护者,Guardian,未知,Unknown,5,库兰塔,Kuranta,女,Female
char_226_hmau,吽,Hung,重装,Defender,守护者,Guardian,龙门,Lungmen,5,佩洛,佩洛,男,Male
char_4109_baslin,深律,Bassline,重装,Defender,守护者,Guardian,莱塔尼亚,Leithanien,5,鲁珀,鲁珀,男,Male
char_4143_sensi,森西,Senshi,重装,Defender,守护者,Guardian,未知,Unknown,5,矮人（自称）,矮人（自称）,男,Male
char_144_red,红,Projekt Red,特种,Specialist,处决者,Executor,罗德岛,Rhodes Island,5,鲁珀,Lupo,女,Female
char_243_waaifu,槐琥,Waai Fu,特种,Specialist,处决者,Executor,龙门,Lungmen,5,菲林,菲林,女,Female
char_214_kafka,卡夫卡,Kafka,特种,Specialist,处决者,Executor,哥伦比亚,Columbia,5,黎博利,黎博利,女,Female
char_455_nothin,乌有,Mr.Nothing,特种,Specialist,行商,Merchant,炎,Yan,5,黎博利,黎博利,男,Male
char_4155_talr,裁度,Figurino,特种,Specialist,行商,Merchant,叙拉古,Siracusa,5,鲁珀,鲁珀,男,Male
char_107_liskam,雷蛇,Liskarm,重装,Defender,哨戒铁卫,Sentry Protector,哥伦比亚,Columbia,5,瓦伊凡,Vouivre,女,Female
char_4137_udflow,深巡,Underflow,重装,Defender,哨戒铁卫,Sentry Protector,阿戈尔,Ægir,5,阿戈尔,阿戈尔,女,Female
char_201_moeshd,可颂,Croissant,重装,Defender,铁卫,Protector,龙门,Lungmen,5,丰蹄,丰蹄,女,Female
char_325_bison,拜松,Bison,重装,Defender,铁卫,Protector,龙门,Lungmen,5,丰蹄,丰蹄,男,Male
char_163_hpsts,火神,Vulcan,重装,Defender,不屈者,Juggernaut,米诺斯,Minos,5,丰蹄,丰蹄,女,Female
char_4207_branch,折桠,Веточки,重装,Defender,不屈者,Juggernaut,乌萨斯,Ursus,5,乌萨斯,乌萨斯,女,Female
char_378_asbest,石棉,Asbestos,重装,Defender,驭法铁卫,Arts Protector,雷姆必拓,Rim Billiton,5,萨弗拉,萨弗拉,女,Female
char_512_aprot,暮落,Shalem,重装,Defender,驭法铁卫,Arts Protector,未知,Unknown,5,斐迪亚,斐迪亚,男,Male
char_4047_pianst,车尔尼,Czerny,重装,Defender,驭法铁卫,Arts Protector,莱塔尼亚,Leithanien,5,埃拉菲亚,埃拉菲亚,男,Male
char_457_blitz,闪击,Blitz,重装,Defender,哨戒铁卫,Sentry Protector,未知,Unknown,5,人类,Human,男,Male
char_304_zebra,暴雨,Heavyrain,重装,Defender,铁卫,Protector,罗德岛,Rhodes Island,5,库兰塔,库兰塔,女,Female
char_431_ashlok,灰毫,Ashlock,重装,Defender,要塞,Fortress,卡西米尔,Kazimierz,5,札拉克,札拉克,女,Female
char_493_firwhl,火哨,Firewhistle,重装,Defender,要塞,Fortress,雷姆必拓,Rim Billiton,5,黎博利,黎博利,女,Female
char_422_aurora,极光,Aurora,重装,Defender,决战者,Duelist,喀兰贸易,Kjerag,5,乌萨斯,乌萨斯,女,Female
char_464_cement,洋灰,Cement,重装,Defender,决战者,Duelist,雷姆必拓,Rim Billiton,5,札拉克,札拉克,女,Female
char_4148_philae,菲莱,Philae,重装,Defender,本源铁卫,Primal Protector,萨尔贡,Sargon,5,萨卡兹,萨卡兹,女,Female
char_4225_tanya,裂响,Crackborne,重装,Defender,本源铁卫,Primal Protector,乌萨斯,Ursus,5,乌萨斯,乌萨斯,女,Female
char_145_prove,普罗旺斯,Provence,狙击,Sniper,散射手,Spreadshooter,叙拉古,Siracusa,5,鲁珀,Lupo,女,Female
char_4006_melnte,玫拉,Melanite,狙击,Sniper,散射手,Spreadshooter,哥伦比亚,Columbia,5,斐迪亚,斐迪亚,女,Female
char_158_milu,守林人,Firewatch,狙击,Sniper,神射手,Deadeye,罗德岛,Rhodes Island,5,埃拉菲亚,Elafia,女,Female
char_218_cuttle,安哲拉,Andreana,狙击,Sniper,神射手,Deadeye,阿戈尔,Ægir,5,阿戈尔,阿戈尔,女,Female
char_4014_lunacu,子月,Lunacub,狙击,Sniper,神射手,Deadeye,叙拉古,Siracusa,5,鲁珀,鲁珀,女,Female
char_363_toddi,熔泉,Toddifons,狙击,Sniper,攻城手,Siege,维多利亚,Victoria,5,瓦伊凡,瓦伊凡,女,Female
char_4043_erato,埃拉托,Erato,狙击,Sniper,攻城手,Siege,米诺斯,Minos,5,黎博利,黎博利,女,Female
char_4221_ju,矩,Ju,狙击,Sniper,攻城手,Siege,炎,Yan,5,未公开,未公开,男,Male
char_1027_greyy2,承曦格雷伊,Greyy the Lightningbearer,狙击,Sniper,轰击手,Bombardier,罗德岛,Rhodes Island,5,佩洛,佩洛,男,Male
char_4104_coldst,冰酿,Coldshot,狙击,Sniper,猎手,Hunter,哥伦比亚,Columbia,5,埃拉菲亚,埃拉菲亚,女,Female
char_4211_snhunt,雪猎,Snow Hunter,狙击,Sniper,猎手,Hunter,喀兰贸易,Kjerag,5,乌萨斯,乌萨斯,女,Female
char_4177_brigid,水灯心,Brigid,狙击,Sniper,回环射手,Loopshooter,维多利亚,Victoria,5,佩洛,佩洛,女,Female
char_4015_spuria,空构,Spuria,特种,Specialist,怪杰,Geek,拉特兰,Laterano,5,萨科塔,萨科塔,女,Female
char_173_slchan,崖心,Cliffheart,特种,Specialist,拉人特种,Hookmaster,喀兰贸易,Kjerag,5,菲林,菲林,女,Female
char_383_snsant,雪雉,Snowsant,特种,Specialist,拉人特种,Hookmaster,龙门,Lungmen,5,黎博利,黎博利,女,Female
char_4105_almond,杏仁,Almond,特种,Specialist,拉人特种,Hookmaster,哥伦比亚,Columbia,5,佩洛,佩洛,女,Female
char_174_slbell,初雪,Pramanix,辅助,Supporter,削弱者,Hexer,喀兰贸易,Kjerag,5,菲林,菲林,女,Female
char_254_vodfox,巫恋,Shamare,辅助,Supporter,削弱者,Hexer,叙拉古,Siracusa,5,沃尔珀,沃尔珀,女,Female
char_4079_haini,海霓,Lucilla,辅助,Supporter,削弱者,Hexer,阿戈尔,Ægir,5,阿戈尔,阿戈尔,女,Female
char_195_glassb,真理,Истина,辅助,Supporter,减速者,Decel Binder,乌萨斯,Ursus,5,乌萨斯,乌萨斯,女,Female
char_326_glacus,格劳克斯,Glaucus,辅助,Supporter,减速者,Decel Binder,伊比利亚,Iberia,5,未公开,未公开,女,Female
char_4032_provs,但书,Proviso,辅助,Supporter,减速者,Decel Binder,卡西米尔,Kazimierz,5,库兰塔,库兰塔,女,Female
char_4122_grabds,小满,Grain Buds,辅助,Supporter,减速者,Decel Binder,炎,Yan,5,黎博利,黎博利,女,Female
char_433_windft,掠风,Windflit,辅助,Supporter,工匠师,Artificer,哥伦比亚,Columbia,5,佩洛,佩洛,男,Male
char_4162_cathy,凯瑟琳,Catherine,辅助,Supporter,工匠师,Artificer,维多利亚,Victoria,5,菲林,菲林,女,Female
char_4178_alanna,阿兰娜,Alanna,辅助,Supporter,工匠师,Artificer,雷姆必拓,Rim Billiton,5,萨弗拉,萨弗拉,女,Female
char_101_sora,空,Sora,辅助,Supporter,吟游者,Bard,龙门,Lungmen,5,鲁珀,Lupo,女,Female
char_4045_heidi,海蒂,Heidi,辅助,Supporter,吟游者,Bard,维多利亚,Victoria,5,菲林,菲林,女,Female
char_4184_dolris,三角初华,Misumi Uika,辅助,Supporter,吟游者,Bard,未知,Unknown,5,人类,Human,女,Female
char_343_tknogi,月禾,Tsukinogi,辅助,Supporter,护佑者,Abjurer,东国,Higashi,5,埃拉菲亚,埃拉菲亚,女,Female
char_4019_ncdeer,九色鹿,Nine-Colored Deer,辅助,Supporter,护佑者,Abjurer,炎,Yan,5,埃拉菲亚,埃拉菲亚,女,Female
char_492_quercu,夏栎,Quercus,辅助,Supporter,护佑者,Abjurer,罗德岛,Rhodes Island,5,菲林,菲林,女,Female
char_4172_xingzh,行箸,Xingzhu,辅助,Supporter,护佑者,Abjurer,炎,Yan,5,菲林,菲林,女,Female
char_1022_flwr2,撷英调香师,Perfumer the Distilled,辅助,Supporter,护佑者,Abjurer,罗德岛,Rhodes Island,5,沃尔珀,沃尔珀,女,Female
char_4102_threye,凛视,Valarqvin,辅助,Supporter,巫役,Ritualist,萨米,Sami,5,萨卡兹,萨卡兹,女,Female
char_487_bobb,波卜,Bobbing,辅助,Supporter,巫役,Ritualist,哥伦比亚,Columbia,5,佩洛,佩洛,男,Male
char_4223_botany,伯塔尼,Ботани,辅助,Supporter,巫役,Ritualist,乌萨斯,Ursus,5,埃拉菲亚,埃拉菲亚,女,Female
char_4234_pedro,佩德洛,Pedro,辅助,Supporter,辅助狙击,Supportive Ranger,玻利瓦尔,Bolívar,5,佩洛,佩洛,男,Male
char_215_mantic,狮蝎,Manticore,特种,Specialist,伏击客,Ambusher,萨尔贡,Sargon,5,曼提柯,曼提柯,女,Female
char_478_kirara,绮良,Kirara,特种,Specialist,伏击客,Ambusher,东国,Higashi,5,阿戈尔,阿戈尔,女,Female
char_4186_tmoris,八幡海铃,Yahata Umiri,特种,Specialist,伏击客,Ambusher,未知,Unknown,5,人类,Human,女,Female
char_241_panda,食铁兽,FEater,特种,Specialist,推击手,Push Stroker,龙门,Lungmen,5,乌萨斯,乌萨斯,女,Female
char_4036_forcer,见行者,Enforcer,特种,Specialist,推击手,Push Stroker,拉特兰,Laterano,5,萨科塔,萨科塔,男,Male
char_451_robin,罗宾,Robin,特种,Specialist,陷阱师,Trapmaster,哥伦比亚,Columbia,5,阿纳缇,阿纳缇,女,Female
char_458_rfrost,霜华,Frost,特种,Specialist,陷阱师,Trapmaster,未知,Unknown,5,人类,Human,女,Female
char_4171_wulfen,钼铅,Wulfenite,特种,Specialist,陷阱师,Trapmaster,萨尔贡,Sargon,5,斐迪亚,斐迪亚,女,Female
char_369_bena,贝娜,Bena,特种,Specialist,傀儡师,Dollkeeper,维多利亚,Victoria,5,卡普里尼,卡普里尼,女,Female
char_4016_kazema,风丸,Kazemaru,特种,Specialist,傀儡师,Dollkeeper,东国,Higashi,5,菲林,菲林,女,Female
char_4124_iana,双月,Iana,特种,Specialist,傀儡师,Dollkeeper,未知,Unknown,5,人类,Human,女,Female
char_4183_mortis,若叶睦,Wakaba Mutsumi,特种,Specialist,傀儡师,Dollkeeper,未知,Unknown,5,人类,Human,女,Female
char_4151_tinman,锡人,Tin Man,特种,Specialist,炼金师,Alchemist,哥伦比亚,Columbia,5,未公开,未公开,男,Male
char_4191_tippi,蒂比,Tippi,特种,Specialist,巡空者,Skywalker,哥伦比亚,Columbia,5,黎博利,黎博利,女,Female
char_103_angel,能天使,Exusiai,狙击,Sniper,速射手,Marksman,龙门,Lungmen,6,萨科塔,Sankta,女,Female
char_332_archet,空弦,Archetto,狙击,Sniper,速射手,Marksman,拉特兰,Laterano,6,黎博利,黎博利,女,Female
char_456_ash,灰烬,Ash,狙击,Sniper,速射手,Marksman,未知,Unknown,6,人类,Human,女,Female
char_340_shwaz,黑,Schwarz,狙击,Sniper,散射手,Spreadshooter,哥伦比亚,Columbia,6,菲林,Feline,女,Female
char_4055_bgsnow,鸿雪,Позёмка,狙击,Sniper,散射手,Spreadshooter,罗德岛,Rhodes Island,6,鲁珀,鲁珀,女,Female
char_1048_orchd2,焰狐龙梓兰,Violet Mizutsune Orchid,狙击,Sniper,散射手,Spreadshooter,罗德岛,Rhodes Island,6,黎博利,黎博利,女,Female
char_430_fartth,远牙,Fartooth,狙击,Sniper,神射手,Deadeye,卡西米尔,Kazimierz,6,黎博利,黎博利,女,Female
char_4193_lemuen,蕾缪安,Lemuen,狙击,Sniper,神射手,Deadeye,拉特兰,Laterano,6,萨科塔,萨科塔,女,Female
char_113_cqbw,W,W,狙击,Sniper,炮手,Artilleryman,未知,Unknown,6,萨卡兹,Sarkaz,女,Female
char_300_phenxi,菲亚梅塔,Fiammetta,狙击,Sniper,炮手,Artilleryman,拉特兰,Laterano,6,黎博利,黎博利,女,Female
char_197_poca,早露,Роса,狙击,Sniper,攻城手,Siege,乌萨斯,Ursus,6,乌萨斯,乌萨斯,女,Female
char_2012_typhon,提丰,Typhon,狙击,Sniper,攻城手,Siege,萨米,Sami,6,萨卡兹,萨卡兹,女,Female
char_391_rosmon,迷迭香,Rosmontis,狙击,Sniper,轰击手,Bombardier,罗德岛,Rhodes Island,6,菲林,Feline,女,Female
char_1035_wisdel,维什戴尔,Wiš'adel,狙击,Sniper,轰击手,Bombardier,未知,Unknown,6,萨卡兹,萨卡兹,女,Female
char_1013_chen2,假日威龙陈,Ch'en the Holungday,狙击,Sniper,投掷手,Flinger,罗德岛,Rhodes Island,6,龙,龙,女,Female
char_4117_ray,莱伊,Ray,狙击,Sniper,猎手,Hunter,雷姆必拓,Rim Billiton,6,卡特斯,卡特斯,女,Female
char_4138_narant,娜仁图亚,Narantuya,狙击,Sniper,回环射手,Loopshooter,萨尔贡,Sargon,6,库兰塔,库兰塔,女,Female
char_112_siege,推进之王,Siege,先锋,Vanguard,尖兵,Pioneer,维多利亚,Victoria,6,阿斯兰,Aslan,女,Female
char_222_bpipe,风笛,Bagpipe,先锋,Vanguard,冲锋手,Charger,维多利亚,Victoria,6,瓦伊凡,瓦伊凡,女,Female
char_362_saga,嵯峨,Saga,先锋,Vanguard,尖兵,Pioneer,东国,Higashi,6,佩洛,佩洛,女,Female
char_4026_vulpis,忍冬,Vulpisfoglia,先锋,Vanguard,尖兵,Pioneer,叙拉古,Siracusa,6,沃尔珀,沃尔珀,女,Female
char_479_sleach,琴柳,Saileach,先锋,Vanguard,执旗手,Standard Bearer,维多利亚,Victoria,6,瓦伊凡,瓦伊凡,女,Female
char_420_flamtl,焰尾,Flametail,先锋,Vanguard,尖兵,Pioneer,卡西米尔,Kazimierz,6,札拉克,札拉克,女,Female
char_427_vigil,伺夜,Vigil,先锋,Vanguard,战术家,Tactician,叙拉古,Siracusa,6,鲁珀,鲁珀,男,Male
char_249_mlyss,缪尔赛思,Muelsyse,先锋,Vanguard,战术家,Tactician,哥伦比亚,Columbia,6,精灵,精灵,女,Female
char_4228_closur,可露希尔,Closure,先锋,Vanguard,战术家,Tactician,罗德岛,Rhodes Island,6,萨卡兹,萨卡兹,女,Female
char_1045_svash2,凛御银灰,SilverAsh the Reignfrost,先锋,Vanguard,回环射手,Counsellor,喀兰贸易,Kjerag,6,菲林,菲林,男,Male
char_4087_ines,伊内丝,Ines,先锋,Vanguard,情报官,Agent,未知,Unknown,6,未公开,未公开,女,Female
char_134_ifrit,伊芙利特,Ifrit,术师,Caster,轰击术师,Blast Caster,哥伦比亚,Columbia,6,萨卡兹,Sarkaz,女,Female
char_4229_aphris,谬因,Aphrissa,术师,Caster,轰击术师,Blast Caster,哥伦比亚,Columbia,6,菲林,菲林,女,Female
char_213_mostma,莫斯提马,Mostima,术师,Caster,扩散术师,Splash Caster,拉特兰,Laterano,6,未公开,未公开,女,Female
char_180_amgoat,艾雅法拉,Eyjafjalla,术师,Caster,中坚术师,Core Caster,莱塔尼亚,Leithanien,6,卡普里尼,Caprinae,女,Female
char_2013_cerber,刻俄柏,Ceobe,术师,Caster,中坚术师,Core Caster,罗德岛,Rhodes Island,6,佩洛,佩洛,女,Female
char_4027_heyak,霍尔海雅,Ho'olheyak,术师,Caster,中坚术师,Core Caster,哥伦比亚,Columbia,6,未公开,未公开,女,Female
char_4133_logos,逻各斯,Logos,术师,Caster,中坚术师,Core Caster,罗德岛,Rhodes Island,6,萨卡兹,萨卡兹,男,Male
char_2015_dusk,夕,Dusk,术师,Caster,扩散术师,Splash Caster,炎,Yan,6,未公开,未公开,女,Female
char_4141_marcil,玛露西尔,Marcille,术师,Caster,扩散术师,Splash Caster,未知,Unknown,6,精灵,精灵,女,Female
char_472_pasngr,异客,Passenger,术师,Caster,链术师,Chain Caster,萨尔贡,Sargon,6,黎博利,黎博利,男,Male
char_426_billro,卡涅利安,Carnelian,术师,Caster,阵法术师,Phalanx Caster,莱塔尼亚,Leithanien,6,卡普里尼,卡普里尼,女,Female
char_4080_lin,林,Lin,术师,Caster,阵法术师,Phalanx Caster,龙门,Lungmen,6,札拉克,札拉克,女,Female
char_1046_sbell2,圣聆初雪,Pramanix the Prerita,术师,Caster,阵法术师,Phalanx Caster,喀兰贸易,Kjerag,6,菲林,菲林,女,Female
char_377_gdglow,澄闪,Goldenglow,术师,Caster,驭械术师,Mech-Accord Caster,维多利亚,Victoria,6,菲林,菲林,女,Female
char_1038_whitw2,荒芜拉普兰德,Lappland the Decadenza,术师,Caster,驭械术师,Mech-Accord Caster,叙拉古,Siracusa,6,鲁珀,鲁珀,女,Female
char_4046_ebnhlz,黑键,Ebenholz,术师,Caster,秘术师,Mystic Caster,莱塔尼亚,Leithanien,6,卡普里尼,卡普里尼,男,Male
char_4226_veen,维伊,Вий,术师,Caster,秘术师,Mystic Caster,乌萨斯,Ursus,6,库兰塔,库兰塔,男,Male
char_4146_nymph,妮芙,Nymph,术师,Caster,本源术师,Primal Caster,罗德岛,Rhodes Island,6,萨卡兹,萨卡兹,女,Female
char_1040_blaze2,烛煌,Blaze the Igniting Spark,术师,Caster,本源术师,Primal Caster,罗德岛,Rhodes Island,6,菲林,菲林,女,Female
char_4204_mantra,真言,Mantra,术师,Caster,本源术师,Primal Caster,罗德岛,Rhodes Island,6,斐迪亚,斐迪亚,女,Female
char_450_necras,死芒,Necrass,术师,Caster,塑灵术师,Necrosis Caster,维多利亚,Victoria,6,德拉克,德拉克,女,Female
char_206_gnosis,灵知,Gnosis,辅助,Supporter,削弱者,Hexer,喀兰贸易,Kjerag,6,黎博利,黎博利,男,Male
char_291_aglina,安洁莉娜,Angelina,辅助,Supporter,减速者,Decel Binder,叙拉古,Siracusa,6,沃尔珀,Vulpo,女,Female
char_358_lisa,铃兰,Suzuran,辅助,Supporter,减速者,Decel Binder,叙拉古,Siracusa,6,沃尔珀,Vulpo,女,Female
char_614_acsupo,Raidian,Raidian,辅助,Supporter,减速者,Decel Binder,未知,Unknown,6,黎博利,Liberi,女,Female
char_1047_halo2,溯光星源,Astgenne the Lightchaser,辅助,Supporter,减速者,Decel Binder,哥伦比亚,Columbia,6,黎博利,黎博利,女,Female
char_248_mgllan,麦哲伦,Magallan,辅助,Supporter,召唤师,Summoner,哥伦比亚,Columbia,6,黎博利,黎博利,女,Female
char_4195_radian,电弧,Raidian,辅助,Supporter,召唤师,Summoner,罗德岛,Rhodes Island,6,黎博利,黎博利,女,Female
char_1012_skadi2,浊心斯卡蒂,Skadi the Corrupting Heart,辅助,Supporter,吟游者,Bard,阿戈尔,Ægir,6,未公开,未公开,女,Female
char_4134_cetsyr,魔王,Civilight Eterna,辅助,Supporter,吟游者,Bard,罗德岛,Rhodes Island,6,未公开,未公开,女,Female
char_1031_slent2,淬羽赫默,Silence the Paradigmatic,辅助,Supporter,护佑者,Abjurer,哥伦比亚,Columbia,6,黎博利,黎博利,女,Female
char_4202_haruka,遥,Haruka,辅助,Supporter,护佑者,Abjurer,东国,Higashi,6,阿戈尔,阿戈尔,女,Female
char_2023_ling,令,Ling,辅助,Supporter,召唤师,Summoner,炎,Yan,6,未公开,未公开,女,Female
char_4072_ironmn,白铁,Stainless,辅助,Supporter,工匠师,Artificer,维多利亚,Victoria,6,菲林,菲林,男,Male
char_4212_nasti,娜斯提,Nasti,辅助,Supporter,工匠师,Artificer,哥伦比亚,Columbia,6,萨卡兹,萨卡兹,女,Female
char_245_cello,塑心,Virtuosa,辅助,Supporter,巫役,Ritualist,拉特兰,Laterano,6,萨科塔,萨科塔,女,Female
char_1042_phatm2,酒神,Tragodia,辅助,Supporter,巫役,Ritualist,维多利亚,Victoria,6,菲林,菲林,男,Male
char_250_phatom,傀影,Phantom,特种,Specialist,处决者,Executor,维多利亚,Victoria,6,菲林,菲林,男,Male
char_1028_texas2,缄默德克萨斯,Texas the Omertosa,特种,Specialist,处决者,Executor,龙门,Lungmen,6,鲁珀,鲁珀,女,Female
char_1029_yato2,麒麟R夜刀,Kirin R Yato,特种,Specialist,处决者,Executor,罗德岛,Rhodes Island,6,鬼,鬼,女,Female
char_1502_crosly,弑君者,Crownslayer,特种,Specialist,处决者,Executor,罗德岛,Rhodes Island,6,瑞柏巴,瑞柏巴,女,Female
char_615_acspec,Misery,Misery,特种,Specialist,处决者,Executor,未知,Unknown,6,萨卡兹,Sarkaz,男,Male
char_322_lmlee,老鲤,Lee,特种,Specialist,行商,Merchant,龙门,Lungmen,6,龙,龙,男,Male
char_1033_swire2,琳琅诗怀雅,Swire the Elegant Wit,特种,Specialist,行商,Merchant,龙门,Lungmen,6,菲林,菲林,女,Female
char_400_weedy,温蒂,Weedy,特种,Specialist,推击手,Push Stroker,罗德岛,Rhodes Island,6,阿戈尔,阿戈尔,女,Female
char_225_haak,阿,Aak,特种,Specialist,怪杰,Geek,龙门,Lungmen,6,菲林,菲林,男,Male
char_1041_angel2,新约能天使,Exusiai the New Covenant,特种,Specialist,怪杰,Geek,龙门,Lungmen,6,萨科塔,萨科塔,女,Female
char_474_glady,歌蕾蒂娅,Gladiia,特种,Specialist,拉人特种,Hookmaster,阿戈尔,Ægir,6,未公开,未公开,女,Female
char_437_mizuki,水月,Mizuki,特种,Specialist,伏击客,Ambusher,东国,Higashi,6,阿戈尔,阿戈尔,男,Male
char_4132_ascln,阿斯卡纶,Ascalon,特种,Specialist,伏击客,Ambusher,罗德岛,Rhodes Island,6,萨卡兹,萨卡兹,女,Female
char_1023_ghost2,归溟幽灵鲨,Specter the Unchained,特种,Specialist,傀儡师,Dollkeeper,阿戈尔,Ægir,6,阿戈尔,阿戈尔,女,Female
char_4048_doroth,多萝西,Dorothy,特种,Specialist,陷阱师,Trapmaster,哥伦比亚,Columbia,6,札拉克,札拉克,女,Female
char_4123_ela,艾拉,Ela,特种,Specialist,陷阱师,Trapmaster,未知,Unknown,6,人类,Human,女,Female
char_2027_wang,望,Wang,特种,Specialist,陷阱师,Trapmaster,炎,Yan,6,未公开,未公开,男,Male
char_1039_thorn2,引星棘刺,Thorns the Lodestar,特种,Specialist,炼金师,Alchemist,伊比利亚,Iberia,6,阿戈尔,阿戈尔,男,Male
char_147_shining,闪灵,Shining,医疗,Medic,医师,Medic,未知,Unknown,6,萨卡兹,Sarkaz,女,Female
char_179_cgbird,夜莺,Nightingale,医疗,Medic,群愈师,Multi-target Medic,未知,Unknown,6,萨卡兹,Sarkaz,女,Female
char_003_kalts,凯尔希,Kal'tsit,医疗,Medic,医师,Medic,罗德岛,Rhodes Island,6,菲林,Feline,女,Female
char_4042_lumen,流明,Lumen,医疗,Medic,疗养师,Wandering Medic,伊比利亚,Iberia,6,阿戈尔,阿戈尔,男,Male
char_1016_agoat2,纯烬艾雅法拉,Eyjafjalla the Hvít Aska,医疗,Medic,行医,Wandering Medic,莱塔尼亚,Leithanien,6,卡普里尼,卡普里尼,女,Female
char_1020_reed2,焰影苇草,Reed The Flame Shadow,医疗,Medic,咒愈师,Incantation Medic,维多利亚,Victoria,6,德拉克,德拉克,女,Female
char_4056_titi,缇缇,Titi,医疗,Medic,咒愈师,Incantation Medic,萨尔贡,Sargon,6,菲林,菲林,女,Female
char_4179_monstr,Mon3tr,Mon3tr,医疗,Medic,链愈师,Chain Medic,罗德岛,Rhodes Island,6,未公开,未公开,女,Female
char_1052_kalts2,凯尔希·思衡托,Kal'tsit·Esperanta,医疗,Medic,巡哨者,Watchman,罗德岛,Rhodes Island,6,菲林,菲林,女,Female
char_136_hsguma,星熊,Hoshiguma,重装,Defender,铁卫,Protector,龙门,Lungmen,6,鬼,Oni,女,Female
char_610_acfend,Mechanist,Mechanist,重装,Defender,铁卫,Protector,未知,Unknown,6,黎博利,Liberi,男,Male
char_202_demkni,塞雷娅,Saria,重装,Defender,守护者,Guardian,哥伦比亚,Columbia,6,瓦伊凡,Vouivre,女,Female
char_423_blemsh,瑕光,Blemishine,重装,Defender,守护者,Guardian,卡西米尔,Kazimierz,6,库兰塔,库兰塔,女,Female
char_2025_shu,黍,Shu,重装,Defender,守护者,Guardian,炎,Yan,6,未公开,未公开,女,Female
char_2014_nian,年,Nian,重装,Defender,铁卫,Protector,炎,Yan,6,未公开,未公开,女,Female
char_311_mudrok,泥岩,Mudrock,重装,Defender,不屈者,Juggernaut,罗德岛,Rhodes Island,6,萨卡兹,Sarkaz,女,Female
char_4065_judge,斥罪,Penance,重装,Defender,不屈者,Juggernaut,叙拉古,Siracusa,6,鲁珀,鲁珀,女,Female
char_416_zumama,森蚺,Eunectes,重装,Defender,决战者,Duelist,萨尔贡,Sargon,6,斐迪亚,斐迪亚,女,Female
char_4039_horn,号角,Horn,重装,Defender,要塞,Fortress,维多利亚,Victoria,6,鲁珀,鲁珀,女,Female
char_1034_jesca2,涤火杰西卡,Jessica the Liberated,重装,Defender,哨戒铁卫,Sentry Protector,哥伦比亚,Columbia,6,菲林,菲林,女,Female
char_4194_rmixer,信仰搅拌机,Sankta Miksaparato,重装,Defender,哨戒铁卫,Sentry Protector,拉特兰,Laterano,6,萨科塔,萨科塔,男,Male
char_4230_mcnist,机械师,Mechanist,重装,Defender,哨戒铁卫,Sentry Protector,罗德岛,Rhodes Island,6,埃拉菲亚,埃拉菲亚,男,Male
char_2026_yu,余,Yu,重装,Defender,本源铁卫,Primal Protector,炎,Yan,6,未公开,未公开,男,Male
char_1044_hsgma2,斩业星熊,Hoshiguma the Breacher,重装,Defender,驭法铁卫,Arts Protector,龙门,Lungmen,6,鬼,鬼,女,Female
